상품명,Cupping Note 향미,Cupping Note 산미,Cupping Note 단맛,Cupping Note 바디감,Cupping Note 밸런스,Roasting Point,origin,text,로스터리,평점,리뷰 수
에티오피아 시다모 물루게타 문타샤 워시드,,8,10,6,,2.0,에티오피아,복합적인 맛을 지닌 깔끔한 에티오피아 워시드입니다.,카페플롬,,
모리 케피어 로부스타 TR4,,2,8,8,,5.0,베트남,"밀크초콜릿, 당밀, 황설탕",라까프,,
콜롬비아 살피콘 게이샤 CM내추럴,,8,8,6,,4.0,콜롬비아,"향기로운 장미와 로즈마리의 향, 레드와인과 체리, 초콜릿의 풍미를 가진 커피입니다.",오프사이트,,
테디베어 블랜드,,4,10,8,,5.0,부산제,고소 달달 한 커피볶는곰의 메인 블랜드 원두로 깔끔한 아메이카노와 달짝한 라떼에 빠져 보세요.,커피볶는곰,,
Caramelo 카라멜로,,8,8,6,,5.0,"Ethiopia, Ethiopia, Costarica",푸루티하고 쥬시한 커피예요. 사탕같은 달콤함이 가득합니다.,클라리멘토,,
아이에스오 백,,2,6,8,,7.0,"케냐, 콜롬비아","다크초콜릿,카라멜의 묵직하면서도 긴 여운이 느껴지는 블렌드 입니다.",크래커스 커피 로스터스,,
Snokel (스노클),,4,8,4,,4.0,"에티오피아, 콜롬비아",과일의 단맛과 블루베리 느낌이 좋은 부드러운 원두,UFO 커피로스터스,,
길들인다,,2,6,8,,6.0,"브라질, 브라질","볶은 견과류의 폭발하는 고소함과 묵직한 바디감, 초콜렛의 쌉싸름한 달콤함이 길게 지속됩니다",오이르 로스터스,,
마젠타 블렌드,,8,6,4,,5.0,"에티오피아, 콜롬비아",한라봉주스를 마시는 달달한 쥬시함,레인디어,,
송버드(Song Bird),,8,8,4,,5.0,"Guatemala, Etiopia",조화로운 커피 한 모금을 귀로 듣는다면 청아한 새소리가 아닐까요? 순수한 재료에서 나오는 단맛과 산미의 조화에 집중 했습니다. 그린마일커피 스페셜티 블렌드 ‘송버드’,그린마일커피,,
시그니처 블랜드 000 디카페인,,2,10,6,,6.0,과테말라,"밀크 초콜릿, 아몬드 그리고 브라운슈가의 향미가 어우러져 깊은 풍미와 함께 부드러운 여운을 느끼실 수 있습니다.",라운지엑스,,
짙은 블렌드,,4,8,8,,6.0,"브라질, 과테말라, 콜롬비아","구운 견과류의 고소함, 초콜릿의 쌉쌀한 단맛, 은은하게 느껴지는 산미 소소한사치 대표 블렌드입니다.",카페소소한사치,,
웡카 블렌드,,2,10,10,,7.0,"에티오피아, 인도, 브라질",견과류의 고소한 맛과 다크 초콜릿의 묵직한 단맛이 특징이며 향미가 풍부하고 여운이 길게 남는 커피,어나더룸,,
포레스트 블렌드,,4,8,6,,6.0,"브라질, 과테말라","""Forest"" 블렌드는 마시는 이에게 시원한 바람과 기분 좋은 향기를 느낄 수 있는 편안한 숲속을 상상하게 합니다. 땅에서 재배되는 고소한 견과류의 향미와 달달한 여운이 좋은 균형감을 가지고 있어 기분 좋은 하루의 시작과 함께합니다.",간결 커피 로스터스,,
카라멜 슬럽 블렌드,,4,8,6,,5.0,"콜롬비아, 브라질",밀크초콜렛을 머금고 있는 듯한 부드러운 질감에 은은하게 오는 산미 주변 상권보다 특별한 맛을 찾는 사장님에게도 추천드립니다.,슬러핀 커피,,
케냐 구아마 AA,,8,10,6,,5.0,케냐,"블랙베리와 체리톤의 향미와 적포도,조청 등의 단맛이 좋은 커피입니다.",알렉스더커피,,
피크 블렌드,,4,6,6,,6.0,"에티오피아, 과테말라, 브라질, 콜롬비아",처음부터 끝까지 편안하게 마실 수 있어요.,오드이븐,,
하늘에 시그니처 블랜딩,,8,8,4,,4.0,"케냐, 에티오피아","케냐 AA를 베이스로 에티오피아 모모라 내추럴을 더하였습니다. 오렌지의 산미와 카라멜의 단맛, 은은하게 퍼지는 꽃향의 여운을 느끼실 수 있습니다.",하늘에커피,,
과테말라 SHB SW 디카프,,4,6,6,,5.0,과테말라,"레몬그라스 같은 독특한 향에 고소한 너트 향, 달콤한 꿀 향이 섞여 풍성하게 다가옵니다.",디카프워크룸,,
콜롬비아 싱글오리진 디카페인,,6,8,6,,6.0,콜롬비아,"카라멜, 사과, 오렌지의 달콤함과 허브류의 여운이 좋은 디카페인 입니다.",수수커피,,
인디언 헤드,,2,8,8,,7.0,"콜롬비아, 브라질, 베트남",다크 초콜릿처럼 깊은 풍미와 단맛이 진하게 감싸는 한국형 클래식 에스프레소,프레이저 커피,,
과테말라 우에우에테낭고 버번 워시드,,6,6,6,,4.0,과테말라,국화꽃 같은 향긋한 향과 카라멜 캔디의 달콤함,뉴웨이브 커피로스터스,,
글램 앤 모어,,8,6,6,,4.0,"에티오피아, 케냐",화사한 산미를 시작으로 체리와 포도의 달콤함을 느낄 수 있으며 스파클링의 청량감으로 입안에서 톡톡 터지는 과일 향미를 즐길 수 있습니다.,토치커피,,
리밀 블렌드,,4,8,8,,6.0,"브라질, 과테말라",견과류의 고소함과 카카오의 달콤 쌉싸름한 맛이 느껴져요.,리밀커피,,
올드타운,,6,8,6,,5.0,"과테말라, 콜롬비아","작은 시골마을의 변치 않는 모습을 간직하고 싶었어요. 변치않기 위해선 어느 한쪽에 치우치지 않는 균형과 단단하고 넓은 포용력이 필요하죠 이 커피는 우리가 생각하는 커피의 밸런스를 표현하고 있어요. 흔히 말하는 신맛, 단맛, 쓴맛이 적절히 어우러진 커피입니다",차군커피로스터스,,
오드아이,,2,10,10,,7.0,"에티오피아, 온두라스, 에티오피아, 에티오피아",흑설탕같은 진한 단맛이 특징입니다. 라떼 베리에이션에서 특히 독보적인 존재감을 드러냅니다. 그럼블만의 약배전과 강배전의 조합으로 맛을 완성한 새로운 형태의 블렌딩입니다.,그럼블 커피로스터스,,
33도 블렌드,,6,8,2,,4.0,"에티오피아, 에티오피아","상큼하게 들어오는 청량감과 부드러운 산미가 매력적이고, 입안에 남는 여운이 달달하게 퍼져 기억에 오래 남는 커피입니다. 산미를 선호하지 않는 분들도 과일같은 달콤함에 매력적으로 즐길 수 있는 커피입니다.",55도 커피로스터스,,
안목블렌드,,8,10,8,,6.0,"과테말라, 에티오피아, 코스타리카","보사노바의 아메리카노에 사용되는 보사노바 대표 블렌드입니다. 은은한 오렌지의 산미와 크리미한 질감이 특징입니다. 단 맛이 잘 어우러진 밸런스가 좋은 블렌드커피로, 대중적인 아메리카노 추출에 적합한 원두입니다.",보사노바 커피로스터스,,
클래식 블렌드,,2,8,8,,6.0,"인도, 콜롬비아, 코스타리카","502커피로스터스의 시그니쳐 블렌드 중 가장 오랜 기간 동안 사랑받아 온 클래식은 화려한 매력을 강조하기보다 “견과류의 고소한 향미와 묵직한 바디감”이 주는 탄탄한 베이스로 어떤 베리에이션과도 잘 어울리는 듬직한 커피 입니다. 브루잉, 에스프레소, 그리고 다양한 베리에이션까지 무난하게 소화해내는 클래식은 다재다능한 제너럴리스트로서 어떤 상황에서도 실...",502 커피로스터스,,
#45-scale,,2,6,8,,7.0,"과테말라, 인도, 브라질",다크 초콜릿의 쌉싸름한 풍미와 스모키한 바디감으로 마시고 난 뒤 긴 여운을 느낄 수 있어요.,인더매스,,
필베러,,6,8,6,,5.0,"에티오피아, 콜롬비아, 브라질","자두, 복숭아에서 느껴지는 달콤한 산미와 갈색설탕 단맛으로 밸런스가 굉장히 좋은, 베러로스팅랩의 인기 블렌드입니다. 블렌드명처럼 드셔보시면 기분이 좋아질 것 입니다.",베러로스팅랩,,
아이리스,,8,8,4,,4.0,"코스타리카, 니카라과, 에티오피아",꽃향기로 시작해 다채로운 과일의 플레이버로 이어지는 선명하고 풍부한 과일의 단맛을 가졌어요.,커피 앰비언스,,
Blend N.3,,6,6,6,,5.0,"콜롬비아, 과테말라","밀크초코렛의 노트가 인상적인 밸런스 커피. 은은한 산미, 초코렛의 단맛, 좋은 밸런스까지 모든면에서 손색없는 블렌드 입니다.",스탠딩커피,,
레드베릴 블렌드,,8,8,4,,5.0,"에티오피아, 에티오피아",과실 주스 같은 첫 모금과 함께 밝은 견과류의 고소함이 좋습니다. 카라멜 같은 단맛이 잘 느껴집니다.,필리그리커피,,
초콜릿 블렌드,,6,8,8,,6.0,"브라질, 콜롬비아, 인도","이름처럼 초콜릿, 카카오닙스의 향이 특징적이며 긴 단맛이 애프터로 남는것이 매력적입니다.",180커피로스터스,,
메이데이,,8,10,6,,6.0,"에티오피아, 콜롬비아, 과테말라","메이 데이(May Day)는 근로자의 노고를 위로하기 위한 휴일이라는 뜻으로 한 잔의 커피에 휴식 같은 존재가 되고자 만든 센터커피만의 특별한 시그니처 블렌드 입니다. 데일리 블렌드로 적합한 커피로 밸런스와 복합성에 중점을 둔 커피이며, 매일 마셔도 질리지 않는 커피로는 합리적인 가격의 블렌드 커피입니다.",센터 커피,,
다크브릭스 블렌드,,2,6,10,,6.0,"인도, 에티오피아, 브라질","진한 풍미가 느껴지는 미디엄다크로스팅 커피로, 마치 중후한 중년남성을 표현한듯한 맛으로, 구운 견과의 고소함과 함께 느껴지는 시가의 풍미와 묵직한 목넘김으로, 입안의 피니쉬까지 긴 여운을 가진 커피입니다. 별다방과 같은 맛이나, 고소하고 커피 특유의 쓴 맛을 좋아하시는 고객들에게 세팅하기 좋은 커피입니다.",커스프 커피,,
위WE,,8,10,6,,5.0,"과테말라, 에티오피아","과테말라와 에티오피아 커피를 블렌딩한 이 커피는 나무사이로 하루스 블렌드 1호 입니다. 초창기에는 과테말라 안티구아와 에티오피아 이르가체프의 조합으로 나무사이로의 '나무'를 따서 나무커피라 불렀고, 지금은 과테말라 우에우에테낭고 와이칸과 에티오피아 달고단 워시드 커피를 블렌딩하여 와이칸(Wakan)과 에티오피아(Ethiopia)의 앞자리를 딴 WE로 ...",나무사이로,,
코스타리카 라 플라나다,,6,8,6,,4.0,코스타리카,"라즈베리와 붉은 사과에서 느껴지는 상큼함과 건포도의 풍미가 풍부하게 느껴지며, 후미에 다크초콜릿의 풍미가 길게 이어집니다.",폰트커피,,
케냐 뚱구리 AA 워시드,,8,6,6,,5.0,케냐,"뚱구리 농장에서 수확한 커피체리는 당일에 깨끗한 물로 습식과정을 통해 1차 가공되고 발효작업 세척 후 태양열 건조가 진행됩니다. 이후 드라이밀에서 2차 프로세싱을 거치게 되며, 이를 통해 케냐가 가진 클린한 맛이 보다 배가 됩니다.",커넥츠커피,,
데일리 스윗 플러스,,8,8,6,,5.0,"HU-10, 에티오피아",깊이 있는 단맛이 인상적인 중남미와 아프리카 생두가 조화롭게 어우러진 하우스 블렌드 입니다. 편안한 커피에 초점을 두고 미디엄 로스팅을 진행하여 매일 마셔도 기분 좋은 달콤함을 담아냈습니다.,언더프레셔,,
땡큐블렌드,,6,8,8,,5.0,"마이소르, 예가체프, 코케",농도감 있는 단맛을 바탕으로 한 훌륭한 밸런스를 가진 커피입니다. 좋은 커피와 맛있는 커피의 기준이 확실하진 않지만 절제된 캐릭터의 커피를 보여드리고 싶었습니다.,땡큐로스터스,,
콜롬비아 엘 카르멘 디카프,,2,10,8,,6.0,콜롬비아,꿀과 같이 은은한 단맛이 있는 디카페인 커피입니다.,보난자커피 코리아,,
리들리,,4,8,8,,6.0,"브라질, 콜롬비아","식물학 커피의 세컨드 블렌드인 리들리는 볶은 견과류 로스티드 아몬드, 호두, 캐슈넛과 같은 고소함이 인상적이며, 입안을 감싸는 달콤함과 묵직한 무게감을 느낄 수 있습니다. 신맛보다는 고소함을 강조하는 리들리는 커피를 즐겨 드시는 모든 분들에게 사랑을 받는 블렌드 입니다.",식물학 커피로스터스,,
에티오피아 G1 콩가,,8,6,6,,5.0,에티오피아,상큼한 꽃향기와 블루베리의 단맛이 좋습니다.,리버벨,,
과테말라 엘 소코로 마라카투라,,4,10,6,,4.0,과테말라,청사과와 자몽 그리고 갈색설탕의 단맛이 느껴져 편안하게 즐길 수 있습니다.,싸인포스트커피,,
에티오피아 아리차 스페셜 G1 내추럴,,8,8,6,,2.0,에티오피아,아리차 스페셜은 예가체프 지역내에서도 품질이 매우 우수한 농장으로 아리차에서 생산된 내추럴 프로세싱 커피 중에 가장 품질이 우수한 커피를 따로 선별하여 스페셜로 판매하는 상품입니다. 클린컵이 매우 우수하며 기분 좋은 산미와 각종 베리류와 열대과일의 단맛 그리고 밀크 초콜릿의 바디까지 경험할 수 있습니다.,브니엘 커피로스터스,,
CALLA LILY(칼라 릴리),,6,6,6,,5.0,에티오피아,"아메리카노로 마실 때에는 시간이 지날수록 짙어지는 꽃내음이 매력적이고, 라떼로 드실 때에는 은은하고 부드러운 단맛으로 기분 좋은 애프터 테이스트를 선사합니다.",마그마커피,,
케냐 카구유 워시드 AB,,8,8,8,,4.0,케냐,자몽의 쌉쌀한 단맛과 초콜릿의 무게감 편하게 내려마시기 좋은 커피입니다.,카페소소한사치,,
콜롬비아 우일라 워시드,,4,10,8,,6.0,콜롬비아,"청사과,볶은 아몬드,황설탕,초콜렛,밀키 데일리한 가성비 에스프레소 추천드립니다.",카페플롬,,
시다모 파피초 내추럴,,8,8,6,,2.0,에티오피아,트로피칼 과일향에 고급스러운 장미 향이 매우 인상적이면서도 완벽한 밸러스를 보여줍니다.,수수커피,,
레드써클 블렌드,,8,8,6,,5.0,"케냐, 코스타리카, 에티오피아",레드써클은 세계 상위 등급 10% 생두로만 블렌딩한 최상급 스페셜티 블렌드입니다. 스페셜티가 가진 부드러운 산미와 단맛을 느껴보세요.,하우트 커피컴퍼니,,
커튼콜,,8,8,6,,5.0,"에티오피아, 온두라스","화사한 꽃과 과일의 향미, 캔디의 달콤한 단맛이 느껴져요.",크래커스 커피 로스터스,,
브라질 산타루시아,,4,8,4,,5.0,브라질,견과류의 고소함과 달콤한 밸런스가 특징인 원두,UFO 커피로스터스,,
라까프 핀 블렌드,,2,8,8,,7.0,"Phu, Danh, Ara",헤이즐넛의 향미와 카카오의 달콤 쌉싸름한 맛이 느껴지는 시럽같은 질감이 좋은 베트남 핀 커피용 블렌드입니다. 에스프레소로 드시면 더욱 훌륭한 질감을 느끼실 수 있습니다.,라까프,,
블렌드 애플 레드,,8,10,4,,4.0,"브라질, 콜롬비아, 에티오피아","단맛과 고소함, 산미 어느 하나 빠지지 않는 밸런스 좋은 커피입니다. 사과처럼 강하지 않고 부드러운 산미가 특징인 애플 레드는 어떤 메뉴, 어떤 디저트와 함께해도 어울리는 만능 블렌드입니다. 비정제 설탕의 감칠맛과 밀크 초콜릿처럼 단맛과 쌉쌀함의 부드러운 조화가 하루를 특별하게 만들어줍니다. 특별하지만 튀지 않는 담백한 매력을 가진 달콤한 커피입니다.",리프커피,,
문라이트 블렌드,,2,8,8,,7.0,"콜롬비아, 케냐","""Moonlight"" 어두운 밤 하늘에 은은히 빛나는 달빛을 닮았습니다. 어둡지만 달달한 초콜릿스러운 바탕에 바닐라의 기분 좋은 여운이 은은하게 퍼지며 지친 하루의 끝에 달달하고 편안한 밤을 선물합니다.",간결 커피 로스터스,,
에티오피아 구지 라요 타라가 워시드,,8,6,6,,4.0,에티오피아,오렌지의 달콤함 뒤에 따라오는 꽃향기의 여운이 느껴집니다.,리밀커피,,
피치 슬럽 블렌드,,6,8,4,,4.0,"에티오피아, 콜롬비아",핵과류의 산미와 과일의 단 맛이 나는 커피 입니다.,슬러핀 커피,,
44도 블렌드,,2,8,8,,7.0,"브라질, 콜롬비아, 과테말라, 에티오피아",먹었을 때 느껴지는 초콜릿티한 맛과 어우러지는 호두같은 고소함이 매력적입니다. 또한 커피를 먹고 남는 여운은 스모키한 향과 맛이 기억에 남아 맛있게 먹을수 있는 커피입니다.,55도 커피로스터스,,
에티오피아 G2 시다모 SW 디카프,,6,6,4,,5.0,에티오피아,다크초콜릿 같은 달콤쌉싸름한 맛에 오렌지과 산미가 은은하게 개성을 더합니다.,디카프워크룸,,
레이크 맥켄지,,6,6,6,,5.0,"에티오피아, 과테말라",열대과일을 연상시키는 복합적인 산미와 깨끗하고 부드러운 사탕수수의 단맛,프레이저 커피,,
룰라바이,,6,10,4,,5.0,"멕시코, 콜롬비아","감귤의 시트러스한 단맛을 바탕으로 시나몬과 고구마, 후미에는 꿀의 깊은 맛이 입 안에 남습니다.",영앤도터스,,
극야 블렌드,,2,8,10,,7.0,"브라질, 에티오피아, 과테말라","매일 즐기기 좋은 커피. 강한 쓴맛과 탄내가 없는 다크 로스팅 커피입니다. 다크 초콜릿, 구운 견과류와 무거운 바디감을 가진 커피입니다.",오프사이트,,
브라질 캄포 알레그레,,6,8,8,,5.0,브라질,웨이브온 그린빈 파이오니어팀에서 직접 수입한 브라질 스페셜티 커피인 캄포 알레그레는 다년간 수상 경력의 농장주 Henrique씨가 네추럴 가공한 커피로 다채로운 맛에 깔끔한 클린컵까지 가진 스페셜티 등급의 커피로 여러분을 새로운 커피의 세계로 인도할 커피입니다.,웨이브온 커피,,
Seasonal Blend,,8,8,6,,4.0,"콜롬비아, 과테말라, 에티오피아",FELT가 제안하는 계절감입니다. 잘 익은 과일의 맛과 향에 카라멜 같은 단맛이 조화를 이룹니다. 실크 같은 감촉으로 입안에 닿는 에스프레소 블렌드입니다.,펠트,,
램블 블렌드,,8,8,4,,4.0,"에티오피아, 에티오피아","브루잉으로 드시면 차(Tea)를 연상케 하는 깨끗함을, 에스프레소 추출을 통해 즐기시면 커피 본연의 상큼하고 달콤함을 즐기실 수 있습니다. 커피 본연의 과일의 향미, 밝은 산미와 깨끗한 단맛을 느낄수 있는 502커피로스터스의 시그니처 블렌드!",502 커피로스터스,,
1st WAVE : Supply,,2,6,8,,7.0,"브라질, 인도네시아",묵직한 단맛과 카카오의 쓴맛이 입안을 가득 채웁니다.,뉴웨이브 커피로스터스,,
Blend N.1,,6,10,6,,2.0,"에티오피아, 에티오피아, 코스타리카",스탠딩커피의 첫번째 시그니처 블렌드. 바닐라의 단맛을 기반으로 과일의 향과 맛이 매력적인 커피입니다.,스탠딩커피,,
아이올라이트 블렌드,,4,8,8,,6.0,"코스타리카, 과테말라, 콜롬비아",와이니한 목 넘김과 함께 다크 초콜릿과 구운 견과류의 진한 풍미가 고급스럽습니다. 입 안에서 느껴지는 질감과 남는 여운이 좋은 커피입니다.,필리그리커피,,
다크초콜릿 블렌드,,2,8,10,,7.0,"브라질, 콜롬비아, 인도",다크로스팅 특유의 진한 느낌과 쌉싸름함이 느껴지지만 쓰지않고 깨끗한 단맛이 특징입니다.,180커피로스터스,,
과테말라 산타펠리사 블루제이드,,4,8,6,,5.0,과테말라,"부드러운 바닐라빈의 향과 함께 깊고 진하게 숙성한듯한 오크향이 함께 입안 가득 퍼지며, 바나나의 산미와 달콤함이 같이 느껴지는 고혹스러운 커피입니다. 밸런스 자체도 워낙 뛰어나며 과테말라 커피이지만, 에티오피아 특유의 깔끔함과 향긋함을 느낄 수 있는 커피 산미가 있는 커피보다는, 단맛의 밸런스가 좋은 커피로, 너무 쓰지 않고 산미가 튀지도 않아 매...",커스프 커피,,
발렌타인,,4,6,10,,6.0,"인도네시아, 코스타리카","다크 초콜릿의 쌉싸름함과 단맛이 뛰어나고, 뒤에서 느껴지는 스모크함이 개성 있게 느껴지는 블렌드입니다. * 이일용 로스터의 한마디 * 커넥츠커피 합정점, 망원점에서 사용하고 있는 원두입니다. 5년동안 시장에서 확실한 검증을 거쳤고 오래 사랑받은 블렌드라고 말씀드릴 수 있습니다. 어두운 타입의 원두를 선호하면서도 향이 풍성하길 원하시는 분들이라면 분명...",커넥츠커피,,
봄의 제전,,8,10,10,,5.0,"에티오피아, 에티오피아","꽃향기도 느껴지고, 섬세하고도 달콤한 생기가 느껴지는 커피입니다. 새콤달콤하고 활기가 넘치는 신맛과 잼 같은 풍부하고 끈적하지만 탄력성 있는 촉감을 경험할 수 있습니다.",나무사이로,,
빈야도르 블렌드,,8,8,4,,2.0,"콜롬비아, 에티오피아","부드러운 촉감과 은은한 산미가 인상적인 블렌드입니다. 복합적인 과일향과 기분좋은 산미, 부드러운 단맛의 조화를 느껴보세요.",싸인포스트커피,,
골든에라,,4,10,8,,6.0,"콜롬비아, 에티오피아, 코스타리카",늘 편하게 마실 수 있는 언더프레셔 시그니쳐 블렌드 입니다. 원두 자체의 풍부한 단맛을 중심으로 체리캔디의 향미와 균형감있는 바디가 특징입니다.,언더프레셔,,
코스타리카 세로 산루이스 라 아만다 카투아이 화이트허니,,6,8,6,,4.0,코스타리카,청포도같은 산미와 헤이즐넛초콜릿같은 고소한 단맛이 좋은 커피입니다.,카페소소한사치,,
에티오피아 모모라 내추럴,,8,10,6,,2.0,에티오피아,"꿀, 살구 , 딸기 , 브랜디,복숭아,자스민 베리류 같은 화사함을 찾으시면 추천드립니다.",카페플롬,,
"아그로페쿠아리아 아리비카 FT, 볼리비아",,8,8,6,,2.0,볼리비아,"아몬드, 레몬캔디, 코코아,건포도",땡큐로스터스,,
콜롬비아 비야라조 시나몬,,6,8,6,,4.0,콜롬비아,"츄러스, 시나몬의 향과 카라멜, 흑설탕의 단맛이 좋은 커피입니다.",오프사이트,,
르완다 키테시 #3,,2,10,6,,4.0,르완다,"토마티요, 카모마일, 통카 빈 과실향이 가득하면서 균형감이 좋은 커피입니다.",보난자커피 코리아,,
코스타리카 로스 토노스,,4,6,4,,4.0,코스타리카,베르가못의 향과 머루의 맛 오미자차가 떠오를 정도의 복합적인 맛과 향,UFO 커피로스터스,,
라까프 필터 블렌드,,6,8,6,,5.0,"Hadjim, Vuong","다크초콜릿의 맛과 부드러운 텍스쳐, 설탕에 조린 레몬 껍질의 산미가 은은하게 느껴지는 발란스 좋은 필터커피용 블렌드입니다.",라까프,,
과테말라 SHB 스위스워터 디카페인,,4,8,8,,6.0,GUATEMALA,"곡물향, 달콤한 카라멜향, 쌉쌀하면서 부드러운 맛",리프커피,,
케냐 AA 워시드,,8,8,6,,2.0,케냐,자몽과 라임 그리고 토마토의 향미가 조화롭게 어울려 상큼하고 부드러운 커피입니다. 밸런스가 좋으며 매우 깔끔합니다.,브니엘 커피로스터스,,
노네임블렌드,,4,8,6,,6.0,"콜롬비아, 브라질, 인도","견과류 고소함과 다크 초코의 단맛 밸런스가 좋고, 크림 음료들과도 잘 어우러져요.",수수커피,,
몬스테라,,8,8,6,,5.0,"케냐, 에티오피아","식물학 커피의 시그니처 블렌드인 몬스테라는 잘 익은 베리류의 풍미와 클린한 애프터를 느끼실 수 있는 블렌드 입니다. 기분 좋은 적당한 산미와 단맛 그리고 깔끔함이 특징입니다. 커피를 자주 즐기시고 좋아하시는 분들에게 추천합니다. 커피의 산미와 우유의 고소함이 잘 어우러져 라떼류와 잘 어울리는 커피라 생각하고, 커피를 처음 접하는 분들도 거부감 없이 ...",식물학 커피로스터스,,
딥씨 블렌드,,6,8,6,,5.0,"콜롬비아, 에티오피아, 과테말라",낮은 톤의 은은한 산미와 초콜릿의 깊은 여운을 가진 딥씨는 브루잉부터 에스프레소까지 어떤 종류의 추출에도 잘 어울리는 커피로 균형잡힌 맛과 향을 가지고 있습니다.,502 커피로스터스,,
케냐 곤도 AA TOP 워시드,,6,8,6,,4.0,케냐,포도와 블랙베리의 과일 톤과 깔끔하고 진한 단맛 뒤에 느껴지는 은은한 꽃 향의 여운이 좋은 케냐 커피입니다.,필리그리커피,,
바이올렛 블렌드,,8,8,6,,4.0,"에티오피아, 콜롬비아","말린 건포도의 단맛과 오렌지의 기분좋은 산미, 그리고 카라멜 에프터 테이스트가 느껴져요.",180커피로스터스,,
와이칸,,8,10,6,,6.0,웨웨테낭고,"깨끗한 질감과 단맛이 아주 좋고 견과류의 고소함, 초콜릿·카카오닙스처럼 달콤쌉싸름한 마무리가 좋습니다.",나무사이로,,
어텀 블렌드,,4,8,6,,5.0,"과테말라, 콜롬비아, 브라질","CUSP의 가장 밸런스 좋은 블렌드 커피로서, 입안 가득 퍼지는 가을 견과의 맛과 향이 기분 좋게 퍼질 때 느껴지는 달달한 밀크 초콜릿의 감칠맛이 감히 밸런스의 정석이라고 말할 수 있는 블렌드 커피입니다. 너무 쓰지도, 산미가 있지도 않는 호불호 없는 커피로서 카페의 메인 블렌드로 세팅하길 추천드리는 커피입니다.",커스프 커피,,
에티오피아 모모라 내추럴 구지 G1,,8,8,6,,4.0,에티오피아,2000M 고지대에 위치한 모모라 농장은 비옥한 토양과 최적의 기후를 자랑합니다. 여기에 농부들의 열정과 기술력이 더해져서 최고의 모모라 커피가 생산됩니다. 뛰어난 과일 향미와 단맛이 인상적인 커피입니다.,커넥츠커피,,
과테말라 웨웨테낭고 SHB 디카페인,,4,8,6,,6.0,과테말라,군고구마의 달콤함을 닮은 깨끗한 맛의 디카페인 커피입니다,싸인포스트커피,,
콜롬비아 비야라조 민트,,6,6,6,,4.0,콜롬비아,"향기로운 민트와 꽃향기, 레몬그라스의 산미, 홍차같은 바디감의 커피입니다.",오프사이트,,
핀카 엘피날 린다 비스타 게이샤,,8,8,6,,2.0,Jalapa,"잘 익어 더욱 맛있는 과일의 산미, 달콤한 후미와 깨끗하면서도 산뜻함은 그야말로, 독보적입니다.",수수커피,,
안티구아 우나뿌 과테말라,,4,8,6,,2.0,사카테페케스주 안티구아,"노트: 애플주스, 카라멜, 다크초콜렛, 풀바디, 밸런스",땡큐로스터스,,
Parachute (패러슈트),,4,10,6,,5.0,"콜롬비아, 과테말라",고소한 견과류와 브라운슈가의 단맛 후미에 남는 카카오가 매력적인 원두,UFO 커피로스터스,,
밝은 블렌드,,8,8,6,,4.0,"브라질, 에티오피아",달콤한 과일의 산미와 카라멜의 단맛 고소한 후미가 느껴지는 블렌드입니다.,카페소소한사치,,
콜롬비아 후일라 수프리모,,6,8,8,,6.0,콜롬비아,"은은한 산미와 볶은 견과류의 고소한 느낌,밀크 초콜렛 같은 단맛이 조화롭습니다. 묵직한 바디감과 밸런스가 좋은 커피 입니다.",식물학 커피로스터스,,
헥사 블렌드,,6,6,8,,6.0,"인도, 과테말라, 콜롬비아, 에티오피아","헥사는 밸런스에 초점을 맞춘 하우트커피의 시그니처 블렌드입니다. 진한 초콜릿향, 농후한 단맛, 부드러운 산미, 고급스러운 바디감과 실키함까지 커피가 가진 다양한 매력을 만나보세요.",하우트 커피컴퍼니,,
CLASSIC BLEND,,6,8,6,,7.0,"과테말라, 에티오피아","클래식 블렌드는 황설탕의 단맛, 초콜릿 향미, 카카오 닙스같은 쌉싸름함에 은은한 산미까지 느낄 수 있는 커피입니다. 대중적인 취향에 맞춘 부드러운 단맛 베이스의 커피입니다.",한국커피,,
콜롬비아 엘 엔칸토 레드 펀치,,8,8,6,,4.0,콜롬비아,"딸기 웨하스 과자를 연상케 하는 느낌의 커피입니다. 따뜻하게 마시면 포근하면서 단맛이 좋게, 아이스로 마시면 상큼한 주스의 맛을 느낄 수 있습니다.",필리그리커피,,
숲,,8,10,8,,5.0,"에티오피아, 온두라스, 브라질","숲 블렌드는 마치 숲에 들어온 듯한 느낌을 줍니다. 달고나의 달콤 쌈싸름한 맛, 레몬, 민트의 싱그러운 느낌이 조화를 이룹니다. 깊고 묵직하고 달콤하고 시원한 숲 속 공기를 상상해 보세요.",나무사이로,,
에티오피아 예가체프 첼바 쿠멜라초 G1,,8,10,4,,2.0,에티오피아,청포도와 딸기의 향이 균형감있고 달콤하고 실키한 바디감을 갖고 있습니다. 잘 익은 과일의 맛과 향미를 느낄 수 있습니다.,싸인포스트커피,,
